,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
42944,2030035870,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS456485447,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,PN Campos del Tuyú (AICA BA23),Buenos Aires,PRESENT,60.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.35,-56.8667,,,,,,,2017-01-11T00:00:00,11,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS456485447,,,,CC0_1_0,,obsr200494,,,2021-03-09T12:52:28.054Z,,
42992,2709607680,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS830548867,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"(-31,2458,-50,9987)",Rio Grande do Sul,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2458,-50.9987,,,,,,,2019-11-22T00:00:00,22,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS830548867,,,,CC0_1_0,,obsr905818,,,2021-03-09T13:03:38.735Z,,
42998,2088153043,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS529051428,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Rio Grande -- Ilha de Torotama,Rio Grande do Sul,PRESENT,12.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.9227,-52.1992,,,,,,,2017-01-07T00:00:00,7,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS529051428,,,,CC0_1_0,,obsr770720,,,2021-03-09T13:01:46.423Z,,
43007,2767856687,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS820777432,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Puertito del Buceo,Montevideo,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.9059,-56.128,,,,,,,2019-10-25T00:00:00,25,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS820777432,,,,CC0_1_0,,obsr612040,,,2021-03-09T13:05:13.207Z,,
43099,1411139512,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS407381303,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Balneário Rincão--Praia do Rincão,Santa Catarina,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-28.8652,-49.2684,,,,,,,2014-01-06T00:00:00,6,1,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS407381303,,,,CC0_1_0,,obsr509078,,,2021-03-09T13:01:52.420Z,,
43100,2657705968,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS713586782,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Cassino--praias / beaches,Rio Grande do Sul,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-32.27,-52.2436,,,,,,,2014-09-06T00:00:00,6,9,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS713586782,,,,CC0_1_0,,obsr517895,,,2021-03-09T12:53:54.882Z,,
43124,2035016652,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS458326079,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Rt. 11 -- traveling,Buenos Aires,PRESENT,50.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.487,-56.9981,,,,,,,2017-01-12T00:00:00,12,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS458326079,,,,CC0_1_0,,obsr300078,,,2021-03-09T13:03:54.426Z,,
43143,1776401877,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS446330654,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2016-11-08T00:00:00,8,11,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS446330654,,,,CC0_1_0,,obsr221425,,,2021-03-09T13:01:56.264Z,,
43169,2656167658,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS713306984,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Laguna José Ignacio--Área sur y Desembocadura,Maldonado,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8415,-54.6746,,,,,,,2019-01-28T00:00:00,28,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS713306984,,,,CC0_1_0,,obsr622841,,,2021-03-09T12:55:29.264Z,,
43184,2706809622,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS823493035,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2019-11-01T00:00:00,1,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS823493035,,,,CC0_1_0,,obsr658602,,,2021-03-09T12:55:34.208Z,,
43210,2659644302,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS716691152,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Vega pasando Pululos,Jujuy,PRESENT,9.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.5428,-66.7461,,,,,,,2019-02-06T00:00:00,6,2,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS716691152,,,,CC0_1_0,,obsr206598,,,2021-03-09T13:03:55.212Z,,
43270,2139242729,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS592518749,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,EC,Quito airport pond,Pichincha,PRESENT,20.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.109842,-78.365,,,,,,,2018-03-27T00:00:00,27,3,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS592518749,,,,CC0_1_0,,obsr551243,,,2021-03-09T13:03:00.633Z,,
43278,2744825843,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS786019046,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2019-06-29T00:00:00,29,6,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS786019046,,,,CC0_1_0,,obsr599381,,,2021-03-09T13:13:37.388Z,,
43299,1713173169,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS370331260,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2016-01-31T00:00:00,31,1,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS370331260,,,,CC0_1_0,,obsr243813,,,2021-03-09T12:59:16.504Z,,
43320,596773231,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS106100325,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,55.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2010-11-30T00:00:00,30,11,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS106100325,,,,CC0_1_0,,obsr110280,,,2021-03-09T12:57:46.756Z,,
43324,2778302483,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS825528309,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Laguna José Ignacio--Área sur y Desembocadura,Maldonado,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8415,-54.6746,,,,,,,2019-11-03T00:00:00,3,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS825528309,,,,CC0_1_0,,obsr521961,,,2021-03-09T12:55:51.090Z,,
43332,1353617733,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS302037545,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"Ciebas area, Entre Rios Province",Entre Ríos,PRESENT,15.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-33.538,-58.7714,,,,,,,2015-03-05T00:00:00,5,3,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS302037545,,,,CC0_1_0,,obsr196789,,,2021-03-09T12:51:11.478Z,,
43334,2164576344,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS616318410,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,"Avenida Bernardo O'Higgins, Mejillones, Región de Antofagasta, CL (-23.098, -70.447)",Antofagasta,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.0981,-70.4473,,,,,,,2018-05-12T00:00:00,12,5,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS616318410,,,,CC0_1_0,,obsr418251,,,2021-03-09T13:11:27.224Z,,
43370,2113792547,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS577961423,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Barra da Lagoa de Peixe,Rio Grande do Sul,PRESENT,60.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.3573,-51.0391,,,,,,,2018-02-15T00:00:00,15,2,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS577961423,,,,CC0_1_0,,obsr526456,,,2021-03-09T12:53:30.747Z,,
43372,2221144570,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS668565847,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,PP Laguna de Rocha--Zona Sur y Barra,Rocha,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.6797,-54.2732,,,,,,,2018-10-15T00:00:00,15,10,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS668565847,,,,CC0_1_0,,obsr1145645,,,2021-03-09T12:54:28.329Z,,
43409,2118072543,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS555035704,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,PN Lagoa do Peixe--Trilha do Talha-Mar,Rio Grande do Sul,PRESENT,13.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2563,-50.9829,,,,,,,2017-11-29T00:00:00,29,11,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS555035704,,,,CC0_1_0,,obsr293602,,,2021-03-09T12:53:11.731Z,,
43448,1761463810,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS429980406,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Bahía de Asunción,Asunción,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.2667,-57.6167,,,,,,,2016-09-15T00:00:00,15,9,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS429980406,,,,CC0_1_0,,obsr513441,,,2021-03-09T12:51:59.520Z,,
43468,2154949258,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS597416224,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Refugio de Vida Silvestre Los Pantanos de Villa,Lima,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-12.2141,-76.9893,,,,,,,2018-04-08T00:00:00,8,4,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS597416224,,,,CC0_1_0,,obsr978748,,,2021-03-09T12:53:34.951Z,,
43524,2116506605,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS564351014,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Laguna José Ignacio--Área sur y Desembocadura,Maldonado,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8415,-54.6746,,,,,,,2018-01-01T00:00:00,1,1,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS564351014,,,,CC0_1_0,,obsr521861,,,2021-03-09T12:54:37.959Z,,
43551,2030387580,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS458497551,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2017-01-18T00:00:00,18,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS458497551,,,,CC0_1_0,,obsr192735,,,2021-03-09T12:53:07.893Z,,
43557,2229959884,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS680343025,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Barra da Lagoa do Peixe,Rio Grande do Sul,PRESENT,47.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.3598,-51.0415,,,,,,,2018-11-14T00:00:00,14,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS680343025,,,,CC0_1_0,,obsr1152608,,,2021-03-09T12:54:27.712Z,,
43562,1790248310,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS514152829,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"Campos del Tuyú, Parque Nacional",Buenos Aires,PRESENT,16.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.3701,-56.8378,,,,,,,2012-12-12T00:00:00,12,12,2012,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS514152829,,,,CC0_1_0,,obsr918031,,,2021-03-09T13:04:13.819Z,,
43568,2220368931,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS678023884,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"Monte de Capilla San Luis, San Jeronimo del Sauce",Santa Fe,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.5793,-61.1445,,,,,,,2018-11-19T00:00:00,19,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS678023884,,,,CC0_1_0,,obsr972302,,,2021-03-09T13:01:49.461Z,,
43569,2220628423,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_PE:OBS681705307,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,"741 Calle Libertad, La Unión, Piura, PE (-5.4, -80.743)",Piura,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-5.39992,-80.7434,,,,,,,2018-12-01T00:00:00,1,12,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_PE,OBS681705307,,,,CC0_1_0,,obsr1031056,,,2021-03-09T12:54:40.411Z,,
43581,1190851847,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275318594,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Laguna de Vilama (AICA JU22),Jujuy,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.5833,-66.9167,,,,,,,2010-01-25T00:00:00,25,1,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275318594,,,,CC0_1_0,,obsr521893,,,2021-03-09T13:00:27.954Z,,
43582,1770570484,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS439880438,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Bahía de Asuncion,Asunción,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.2712,-57.6298,,,,,,,2016-10-28T00:00:00,28,10,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS439880438,,,,CC0_1_0,,obsr538107,,,2021-03-09T13:00:19.745Z,,
43600,2081547198,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS534298854,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Reserva Natural Playa Penino,San José,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7658,-56.416,,,,,,,2017-09-18T00:00:00,18,9,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS534298854,,,,CC0_1_0,,obsr722979,,,2021-03-09T12:52:33.216Z,,
43624,2758998936,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS823371549,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,"CU-1155 / Circuito Micro Cuenca Piuray, Cuzco, PE (-13.42, -72.045)",Cuzco [Cusco],PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.4197,-72.0454,,,,,,,2019-11-02T00:00:00,2,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS823371549,,,,CC0_1_0,,obsr1003807,,,2021-03-09T12:55:13.734Z,,
43637,1769297443,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_PRY:OBS438497707,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Costanera Norte Parte I,Asunción,PRESENT,34.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.276,-57.6327,,,,,,,2016-10-22T00:00:00,22,10,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_PRY,OBS438497707,,,,CC0_1_0,,obsr130476,,,2021-03-09T12:52:16.846Z,,
43676,2103787598,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS539092766,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Laguna de Huacarpay,Cuzco [Cusco],PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.618,-71.7304,,,,,,,2017-10-07T00:00:00,7,10,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS539092766,,,,CC0_1_0,,obsr743872,,,2021-03-09T12:52:32.245Z,,
43677,2706872612,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS823510501,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2019-10-31T00:00:00,31,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS823510501,,,,CC0_1_0,,obsr24844,,,2021-03-09T12:56:53.560Z,,
43724,2029454968,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS429691653,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Ribeirão Michel,Mato Grosso,PRESENT,150.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-11.5328,-54.9197,,,,,,,2016-09-10T00:00:00,10,9,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS429691653,,,,CC0_1_0,,obsr621555,,,2021-03-09T13:01:30.666Z,,
43739,1789225151,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS505281428,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,La Regina,Corrientes,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-27.3133,-57.8937,,,,,,,2007-09-10T00:00:00,10,9,2007,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS505281428,,,,CC0_1_0,,obsr427673,,,2021-03-09T13:00:54.823Z,,
43742,2029146148,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS200511247,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Balnearo Solis,Maldonado,PRESENT,17.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7917,-55.3972,,,,,,,1980-11-17T00:00:00,17,11,1980,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS200511247,,,,CC0_1_0,,obsr415307,,,2021-03-09T12:59:43.288Z,,
43794,1181805857,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS265487797,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AU,Boat Harbour (Kurnell),New South Wales,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.0411,151.199,,,,,,,2009-03-18T00:00:00,18,3,2009,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS265487797,,,,CC0_1_0,,obsr529134,,,2021-03-09T12:50:57.585Z,,
43832,2697014333,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS802994666,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Gral. Madariaga,Buenos Aires,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.4313,-57.2278,,,,,,,1988-02-01T00:00:00,1,2,1988,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS802994666,,,,CC0_1_0,,obsr429380,,,2021-03-09T12:55:24.626Z,,
